a	ၼိူင်ႈဢၼ်
safe	တိူၵ်ႈဝႆႉငိုၼ်း
safe	လွတ်ႈၽေး
safe flight	ဝိၼ်လွတ်ႈၽေး
safety	လွတ်ႈၽေး
sage	မီးတၢင်းဝူၼ်ႉလီ
said	လၢတ်ႈ
sail	ႁေႃႈႁိူဝ်းလူမ်း
sailing	ဝၢႆႈႁိူဝ်းလူမ်း
sake	လဝ်ႈၸပၢၼ်ႇ
salary	ငိုၼ်းလိူၼ်
sale	ၶၢႆ
salmon	ပႃသႄႇမုၼ်ႇ
salt	ၵိူဝ်
same	မိူၼ်ၵၼ်
Same here	တီႈၼႆႈၵေႃႈမိူၼ်ယဝ်ႉ
sample	တူဝ်ယၢင်ႇ
sand	သၢႆး
Sanskrit	ၶိူဝ်းသၢၼ်းသၶရိတ်ႉ
sarcastic	တၢၼ်ႈၵၵ်ႉ
sassy	ဢမ်ႇသၢင်းၽႂ်
sat	ၼင်ႈ
satisfaction	ပဵင်းပေႃး
satisfied	ပဵင်းပေႃး
satisfy	လႅၵ်ႈသၢၵ်ႈၸႂ်
satisfying	လႅၵ်ႈသၢၵ်ႈၸႂ်
Saturday	ဝၼ်းသဝ်
sausage	သႆႈယဵတ်ႈ
savage	လိူင်း
save	ၵဵဝ်ႇၶေ
saw	ႁၼ်
say	လၢတ်ႈ
scale	တၢင်းတႅၵ်ႈ
scam	လွၵ်းလိင်ႉ
scam	ၵူၼ်းလိူင်း
scar	ႁွၺ်းဢၢတ်ႉ
scarce	ယၢပ်ႇယၢပ်ႇယိၼ်းယိၼ်း
scared	လီၵူဝ်
scarf	ၽႃႈပၢႆႉၶေႃး
scary	လီၵူဝ်
scattered	ၸႅၵ်ႇၸုမ်း
scene	ဢွင်ႈတီႈပဵၼ်ၼၼ်ႉ
scenery	လႅၼ်ႊမုင်ႈၾိင်ႈငၢမ်း
scent	ဢၢႆႊႁွမ်
schedule	ၶပ်ႉမၢႆ
school	ႁူင်းႁဵၼ်း
science	ပၢႆးသၢႆႊ
scientist	ၸဝ်ႈပၢႆးသၢႆႊ
scientists	ၸဝ်ႈပၢႆးသၢႆႊ
scissors	ၵိမ်း
scold	မေႃး
scope	တၢင်းႁၼ်
score	မၢႆဝၢၵ်ႈ
scrap	ပိတ်းပွတ်း
scratch	တိူၼ်ႇ
scream	သႅၼ်ႇႁွင်ႉ
screen	ၼႃႈပဵင်း
screw	သႆႈမူ
script	ထႅဝ်လိၵ်ႈၵႂၢမ်းလၢတ်ႈ
sea	ပၢင်ႇလၢႆႇ
seal	မူၼ်ႈ
search	သွၵ်ႈႁႃ
season	ၾိင်ႈၾႃႉ
seat	တီႈၼင်ႈ
second	သိၵ်ႈ
secret	လွင်ႈသိူင်ႇသိမ်း
section	ပွတ်းတွၼ်ႊ
secure	လွတ်ႈၽေး
security	လွင်ႈႁူမ်ႇလူမ်ႈ
see	ႁၼ်
see you	ၵွၺ်ႈထူပ်းၵၼ်
see you later	ၵွၺ်ႈထူပ်းၵၼ်
see you soon	ၵွၺ်ႈထူပ်းၵၼ်
see you tomorrow	မိူဝ်ႈၽုၵ်ႈထူပ်းၵၼ်
seed	မဵတ်ႉၾၼ်း
seek	ႁၼ်ယဝ်ႉ
seem	ႁၼ်
seems	ႁၼ်
seen	ႁၼ်
seize	ၺွပ်း
seizure	ၺွပ်း
seldom	မၢင်ႊပွၵ်ႈ
select	လိူၵ်ႈ
self	ႁင်းၵွၺ်း
self healing	ယႃတူဝ်ၸဝ်ႈၵဝ်ႇ
selfish	ႁၼ်ပုၼ်ႈသုၼ်ႇတူဝ်
sell	ၶၢႆ
send	သူင်ႇ
send me your picture	သူင်ႇပၼ် ၶႅပ်းႁၢင်ႊသူလူး
senior	ၸၼ်ႉယႂ်ႇ
sense	ၶုၺ်ႉႁူႉ
sensible	ဝူၼ်ႉ
sensitive	တိူဝ်ႉဢမ်ႇလႆႈ
sent	သူင်ႇ
sentence	တူၼ်ႈထႅဝ်ႈ
sentences	တူၼ်ႈထႅဝ်
separate	ၶၼ်ႈဝႆႉ
separate	ၸႅၵ်ႇဝႆႉ
Sepedi	ၶိူဝ်းသႄႉပတီႇ
september	လိူၼ်ၵဝ်ႈ
sequence	လွၵ်းၸိူင်း
sequence	ၶပ်ႉမၢႆ
series	ပဵၼ်သွၺ်ႈ
serious	ဝူၼ်ႉလိုၵ်ႉ
seriously	တေႉတေႉ
serve	ႁဵတ်းလဵင်ႉ
service	ၸွင်းၸေး
session	ပၢင်ၵုမ်သၽႃး
set	ၶပ်းသၢင်ႈ
set	ပဵၼ်ၸုမ်ႇ
set up	ႁဵတ်းသၢင်ႈ
setting	တီႈမႄး
settle	ယဝ်ႉတူဝ်ႈ
seven	ၸဵတ်း
seventeen	သိပ်းၸဵတ်း
seventy	ၸဵတ်းသိပ်း
several	ၼမ်ၼမ်လၢႆလၢႆ
severe	ႁၢဝ်ႈ
sew	သွၺ်
sh	သျိူဝ်ႇ
shade	ႁူမ်ႈ
shadow	ႁူမ်ႈ
shake	ၶဝ်ႇ
shall	တေလႆႈ
shallow	ဢိုၼ်
shallow	တိုၼ်ႈ
shame	တၢင်းဢၢႆ
Shan	တႆး
shape	ႁၢင်ႊလႅမ်ႊ
share	ပိုၼ်ႊၽႄ
sharp	ၽၢႆ
she	မၼ်းၼၢင်း
she has	မၼ်းမီး
she is	မၼ်းပဵၼ်
shed	လၢႆႊၶၢပ်ႈ
sheep	တူဝ်း
sheet	မၢင်ႊၸေႈ
shelf	ၶဵင်ႇ
shell	ၵၢပ်ႇႁွၺ်
shelter	ႁေႉၵင်ႈ
shield	ၵၢပ်ႇႁေႉ
shift	ၶၢႆႉလၢႆႊ
shine	ပိူင်း
ship	ႁိူဝ်း
shipping	ဢွၵ်ႇႁိူဝ်း
shirt	သိူဝ်ႈသိူတ်ႉ
shoes	သွၵ်းတိၼ်
shoot	ယိုဝ်း
shop	ႁၢၼ်ႉၶၢႆၶွင်
shopping	ၸၢႆႇၵၢတ်ႇ
shore	ႁၢတ်ႇသၢႆးပၢင်ႇလၢႆႇ
short	ပွတ်း
shortage	လူဝ်ဝႆႉ
shot	ပိုတ်း
shot	ယိုဝ်းၵွင်ႈ
should	ထုၵ်ႇလီ
shoulder	ႁူဝ်မႃႇ
shout	ပၢဝ်ႇ
show	ၼေ
show	ပၢင်ပွၺ်းၼေ
show me	ၼေႁဝ်းလူး
shower	ဢၢပ်ႇၼမ်ႉ
shrimp	ၵုင်ႈ
shrink	ႁူတ်း
shut	ဢိုတ်း
shut up	ဢိုတ်းသူပ်း
shy	ဢၼ်ဢၢႆ
sibling	ပီႈၼွင်ႉ
siblings	ပီႈၼွင်ႉ
sick	ၼၢဝ်
side	ၸွမ်းပႃႈၸွမ်းၽၢႆႇ
side	ၶၢင်ႈ
sigh	မဵတ်ႇမၢႆ
sight	ဢႃႇႁူင်ႇႁၼ်
sightseeing	တႃႈမုင်ႈႁၼ်
sign	လူင်းလၢႆးမိုဝ်း
signature	လၢႆးမိုဝ်း
significant	ဢၼ်လၢၵ်ႇလၢႆး
silence	တဵတ်ႇယဵၼ်
silent	တဵတ်ႇယဵၼ်
silk	မၼ်ႈလၢႆႈ
silly	ၶလႅၵ်ႉ
silver	ငိုၼ်း
similar	မိူၼ်ၵၼ်
simp	ယူဝ်းယူဝ်း
simple	ၽဵၼ်ႈၽဵၼ်ႈ
simultaneously	ပဵၼ်ၶၢဝ်းလဵဝ်
since	တႄႇၼၼ်ႉမႃး
sincere	ဢမ်ႇၵျႃး
sincerely	ဢမ်ႇၵျႃး
sing	ႁွင်ႉၵႂၢမ်း
singer	ၽူႈႁွင်ႉၵႂၢမ်း
single	ၵေႃႉလဵဝ်
sink	ၶဵင်ႇၼမ်ႉ
sink	ၸူမ်
Sir	သြႃႇ
sister	ပီႈသၢဝ်
sister in law	ၼွင်ႉပႂ်ႉ
sit	ၼင်ႈ
site	ၼႃႈလိၼ် တီႈမၵ်းမၼ်ႈယဝ်ႉ
situation	လႅၼ်ႊတီႈ
situation	ငဝ်းလၢႆး
six	ႁူၵ်း
sixteen	သိပ်းႁူၵ်း
sixty	ႁူၵ်းသိပ်း
size	တၢင်းယႂ်ႇ
skill	လမ်ႉၵတ်ႉ
skills	လမ်ႉၵတ်ႉ
skin	ၽိဝ်ၼိူဝ်ႉ
skinny	ၼိူဝ်ႉႁေႃႇလုပ်ႇ
skip	ၶၢမ်ႈပႅတ်ႈ
skirt	သိၼ်ႈၵပူင်း
sky	တွင်ႉၾႃႉ
slave	ၶီႈၶႃႈ
sleep	ၼွၼ်း
sleeping	ၼွၼ်းဝႆႉ
sleepy	ၼွၼ်းဝၢၼ်
sleeve	ၶႅၼ်သိူဝ်ႈ
slice	ႁဵတ်းမၢင်ႊမၢင်ႊ
slice	ၶႅပ်း
slide	ထူၸၼ်း
slightly	ဢိတ်းဢွၼ်ႇ
slim	သေးသွၺ်ႇ
slip	ပလၢတ်ႈ
slope	ၸၼ်း
slot	ႁူးသႂ်ႇငိုၼ်း
slow	ထိူင်း
slowly	ထိူင်းထိူင်း
small	လဵၵ်ႉ
smart	လႅတ်း
smell	ၼူမ်
smell	ဢၢႆႊသႅဝ်
smile	ယုမ်ႉ
smoke	လုတ်ႇလႅၼ်းယႃႈ
smooth	လိူမ်ႈလႆ
snack	တၢင်းၵိၼ်လဵၼ်ႈ
snail	ႁွၺ်
snake	ငူး
snap	ၸၵ်ႉဢဝ်
snow	မူၺ်
so	ပေႃႉၼၼ်
so cute	လီႁၵ်ႉထူၼ်ႈ
so far	ၵႆၼႃႇ
soak	ၽေႃႉ
soap	ၵွၼ်ႈသီ
sober	ထိင်းတူဝ်ၵဝ်ႇ
soccer	မၢၵ်ႇၼင်ႈလွမ်ႊ
social	တူင်ႇၵူၼ်း
society	တူင်ႇၵူၼ်း
socks	ဝႃႇတိၼ်
soft	ဢူၼ်ႈဢွၼ်ႇ
software	သွပ်ႉဝႄး
soil	လိၼ်
sold	ၶၢႆ
sold out	ၶၢႆဢွၵ်ႇ
soldier	လုၵ်ႈသိုၵ်း
sole	ၽႃႇတိၼ်
solid	ၶူဝ်းၵွၼ်ႈ
solution	ၶေႃႈၵေႈၶႆႈ
solve	ၵေႈၶႆႈ
some	မၢင်ဢၼ်
somebody	သေၵေႃႉၵေႃႉ
somehow	လၢႆးလႂ်ၵေႃႈယဝ်ႉ
someone	သေၵေႃႉၵေႃႉ
something	သေလွင်ႈလွင်ႈ
sometimes	သေၶၢဝ်းၶၢဝ်း
song	ၵႂၢမ်း
soon	ဢမ်ႇႁိုင်သင်
sophisticated	တူဝ်ထူပ်း
sophisticated	ၶိုတ်းၵၢပ်ႈ
Sorani	ၶိူဝ်းသေႃႇရႅၼ်ႇၼီႇ
sore	တၢင်းၸဵပ်း
sore	ၸဵပ်း
sore throat	ၶေႃးၸဵပ်း
sorrow	တုၵ်ႉၸႂ်
Sorry	ၶႂၢင်းပၼ်ဢိတ်းၼိုင်ႈၶႃႈ
sort	မဵဝ်းမိူၼ်
sought	သွၵ်ႈႁႃ
soul	ၶႂၼ်ငဝ်း
soulmate	ဢူၺ်းၵေႃႉ ၸႂ်မိူၼ်
sound	သဵင်
soup	ထၢင်ႊ
sour	သူမ်ႈ
source	ငဝ်ႈတိုၼ်း
south	ၽၢႆႇၸၢၼ်း
space	ၵွင်းၵၢင်ႇ
spam	လိၵ်ႈဢမ်ႇပႆႇလႆႈၶႂၢင်ႉ
span	တႅၵ်ႈ
Spanish	ၵႂၢမ်းသပဵင်ႇ
spare	လိူဝ်ဝႆႉ
spare	ဢၼ်လိူဝ်
speak	လၢတ်ႈ
special	ဢၼ်ၶိုၵ်ႉ
species	မဵဝ်းသႅၼ်း
specific	မဵဝ်းသႅၼ်း
spectacular	ႁၢင်ႊလီ ၶိုၵ်ႉၶႅမ်ႉ
speech	တၢၼ်ႈၶႆႊ
speechless	ဢမ်ႇမီးၵႂၢမ်းလၢတ်ႈ
speed	တၢင်ႉဝႆး
spell	လေႃးတူဝ်လိၵ်ႈ
spend	ၸႂ်ႉၸၢႆႇ
spent	ၸၢႆႇပႅတ်ႈ
spicy	ၽဵတ်း
spike	တေႃလွၵ်ႇ
spin	လိမ်ႇ
spinach	ၽၵ်းႁူတွပ်း
spirit	ၸႂ်ႊႁူႉ
spit	ၼမ်ႉလၢႆး
splendid	ယႂ်ႇလူင်ယႂ်ႇလၢင်
split	ၽႃႇ
spoil	ယႃႉ
spoiled	ယႃႉ
spontaneous	တိုၼ်းပဵၼ်မႃး
spoon	ၸေႃႉ
spot	ႁွၺ်းမၢတ်ႇ
spouse	ၽူဝ်မေး
spread	ၽႄႈၸွတ်ႇၵႂႃႇ
spring	ၶၢဝ်းႁွင်
square	သီႇလႅမ်ႊပဵင်း
squeeze	မိပ်ႇ
squid	ပႃမိုၵ်ႉ
squirrel	ၸွၼ်ႈ
st	သထ
stab	တႅင်း
stable	မၼ်ႈဝႆႉ
stack	တၢင်ႇထႅင်ႈ
staff	ဢဵၼ်ႁႅင်းၵူၼ်းႁဵတ်းၵၢၼ်
stage	ၶဵင်ႇၸၢတ်ႈ
stain	ၵူဝ်ႈဢိူၵ်ႇ
stairs	ၶူဝ်လႆ
stake	ပုၵ်းသဝ်
stalk	ၼီႇ
stall	ႁၢၼ်ႉၶၢႆတၢင်းၵိၼ်ယွၺ်ႈ
stamp	ၸုမ်ႈၶွၼ်ႇ
stand	လုၵ်ႉၸုၵ်း
stand	မႆႉတင်ႈ
standard	လၵ်းၸဵင်
standard	ၸၼ်ႉ
star	လၢဝ်
start	တႄႇ
started	တႄႇ
starving	တွင်ႉမႆႈႁႅင်းၼႃႇ
state	မွၵ်ႇလၢတ်ႈၼႄ
state	မိူင်း
statement	လိၵ်ႈပိုၼ်ႊၽၢဝ်ႇ
station	တႃႈလူတ်ႉ
statue	ႁုၼ်ႇႁၢင်ႊ
status	ႁုၼ်ႇႁၢင်ႊ
stay	ဢွင်ႈယူႇ
stay	ယူႇသဝ်း
stay safe	ယူႇလွတ်ႈၽေး
steady	ဝိုၼ်းဝိုၼ်း
steak	ၼိူဝ်ႉဝူဝ်းၸီႇ
steal	လၵ်ႉ
steam	ၵႂၼ်းၼမ်ႉမႆႈ
steel	လဵၵ်ႉလေႃႇ
steep	ၸၼ်း
stem	ၶႃႊမႆႉ
step	ၸၼ်ႉ
stick	ၶမ်
stick	တိင်
stick	ၶွၼ်ႉ
stiff	ၸင်ႈဝႆႉ
still	တေႃႇထိုင်
sting	ၼၢမ်ပၵ်း
stingy	ၸဵပ်းၵႅၼ်း
stir	ၵဝ်း
stock	ၶူဝ်းဝၢင်းဝႆႉၼႂ်းမိုဝ်း
stolen	လၵ်ႉ
stomach	ႁူင်းၶဝ်ႈ
stone	ၵွၼ်ႈႁိၼ်
stood	လုၵ်ႉၸုၵ်ႉ
stool	တိၼ်မႃ
stop	ၵိုတ်း
storage	တီႈသိမ်းၶူဝ်း
store	သိမ်းဝႆႉ
storm	လူမ်းလႅင်ႉ
story	ဢႃႊပုမ်ႇ
stove	ပုင်းၾႆး
straight	သိုဝ်ႈသိုဝ်ႈ
straightforward	ၵႂႃႇသိုဝ်ႈသိုဝ်ႈ
strain	ၸိုၼ်ႇ
strange	ပႅၵ်ႈပႅၵ်ႈ
stranger	ၵူၼ်းပႅၵ်ႈၼႃႈ
strategy	လွၵ်းလၢႆးဝၢင်းၽႅၼ်
straw	လွတ်ႇၼမ်ႉ
strawberry	မၢၵ်ႇႁူႈလိၼ်
streak	ၶိူဝ်းယႂ်း
stream	ႁွင်ႊ
street	သဵၼ်ႈတၢင်း
strength	ႁႅင်း
stress	ဝႆႉၼၵ်း
stretch	ၸၼ်
strict	ပၵ်းပိူင်ယႂ်ႇ
strike	တႅၼ်ႇ
strike	ၼေၵၢင်ၸႂ်
string	သၢႆ
strip	ၼွၵ်ႈ
strive	ၶတ်းၸႂ်
stroke	ႁွၺ်းမင်ႈ
strong	ႁႅင်းယႂ်ႇ
struck	တႅၼ်ႇ
structure	ပိူင်ၽၢင်
struggle	တေႃႇသူႈ
struggling	လႆႈၸိုၼ်ႇၽိုၼ်ႉ
stubborn	ႁူဝ်ၶႅင်
stuck	ၶမ်ဝႆႉ
student	လုၵ်ႈႁဵၼ်း
study	လဵပ်ႈႁဵၼ်း
study	ၽိုၼ်လိၵ်ႈ
studying	ၽိုၵ်းႁဵၼ်း
stuff	ၶူဝ်းၶွင်
stunning	ႁၢင်ႊလီ
stunning	လိုမ်းႁၢင်ႊလိုမ်းတူဝ်
stupid	ငိူဝ်ႈငႃႉ
style	ႁၢင်ႊသွၺ်ႇ
subject	ပၢႆးၾၢႆႇ
submission	သႂၢင်းၶဝ်ႈ
submit	သူင်ႇၸူး
substance	ၶူဝ်းၶွင်
substitute	တႅၼ်းတၢင်
subtle	ဢူၼ်ႈဢွၼ်ႇ
succeed	ဢွင်ႇမၢၼ်
success	ဢွင်ႇမၢင်ႇ
successful	ဢွင်ႇမၢၼ်
such	မိူၼ်ၼင်ႇ
such as	ၸိူဝ်းၼႆႉ
suck	ၸုတ်း
sudden	ၵမ်းသိုဝ်ႈ
suddenly	ၵိုင်ႉၵၢင်ႉ
suffer	တၢင်းၸဵပ်း
suffering	လႆႈၶၢမ်ႇဝႆႉ
sufficient	တဵမ်ထူၼ်ႈ
sugar	ၵိူဝ်ဝၢၼ်
suggest	ပၼ်တၢင်းႁၼ်ထိုင်
suggestion	တၢင်းႁၼ်ထိုင်
suit	သိူဝ်ႈတုၺ်ႇ
suit	ၵိုင်ႇတၢၼ်ႇ
suitable	ၵိုင်ႇငမ်ႇ
suitcase	တူၵ်ႈၶူဝ်း
sum	လေႃး
summary	ၶေႃႈလူပ်း
summer	ၶၢဝ်းမႆႈ
summit	ႁပ်ႉၶၢမ်ႇ
sun	တႃဝၼ်း
sunday	ဝၼ်းတိတ်ႉ
sunny	လႅတ်ႇလီ
sunset	ဝၼ်းတူၵ်း
sunshine	လႅတ်ႇထွင်ႇ
super	ထႅၼ်ႊ
superior	တွၼ်းၶႅမ်ႉ
supervisor	မေႃယႃလူင်
supper	တႃႇၶဝ်ႈၶမ်ႈၶိုၼ်း
supply	လွင်ႈၸွၺ်ႈထႅမ်
supply	ၶဝ်ႈၸွၺ်ႈ
support	လွင်ႈၵမ်ႉထႅမ်
suppose	ၸွၺ်ႈထႅမ်
supposed	ၵမ်ႉၸွၺ်ႈ
sure	မၼ်ႈၸႂ်
surface	ၽိုၼ်ၼႃႈ
surge	ပိူမ်ႉၼမ်ႉလူင်
surgery	ၽႃတတ်း
surname	ၸိုဝ်ႈၶိူဝ်းႁိူၼ်း
surprise	လီဢၢမ်း
surprised	ႁဵတ်းႁႂ်ႈဢၢမ်း
surrender	ဝၢင်းၶိူင်ႈ
surrounding	ႁိမ်းႁွမ်း
surveillance	ပႂ်ႉတူၺ်း
survey	ၵဵပ်းဝႆႉၶေႃႈမုၼ်း
survey	ၵဵပ်းၶေႃႈမုၼ်း
survive	ၶီးၸိုၼ်ႈ
suspect	ဢမ်ႇလွတ်ႈထၢင်ႇထိူမ်
suspect	ထၢင်ႇထိူမ်
suspended	တိင်ႇတွၺ်
suspicious	ထၢင်ႇထိူမ်
sustain	ပၼ်ၽွၼ်း
sustainability	ထိင်းလႆႈယဝ်ႉ
sustainable	ထွၵ်ႈဝႆႉ
swag	ယွၺ်ႉတူၵ်း
swallow	ဢိုၼ်
swap	လႅၵ်ႈၶူဝ်းၵုၼ်ႇတေႃႇၵၼ်
swear	လၢတ်ႈၵႂၢမ်းလိူင်း
sweat	ႁိူဝ်ႇ
sweater	သိူဝ်ႈထူဝ်း
sweep	ပတ်းႁိူၼ်း
sweet	ဢၼ်ၸဵမ်းၸဵမ်း
sweet dreams	ၾၼ်လီ
sweet tooth	ႁိူၵ်ႇၵႂ်ႊ
sweetheart	ၵေႃႉႁၵ်ႉ
swell	ၵႂ်ႊမႃး
swelling	ၵႂ်ႊ
swim	လုၺ်းၼမ်ႉ
swimming	လုၺ်းၼမ်ႉ
swing	သူင်ႇဢူႇ
swing	ဢူင်ႈၸႃး
switch	သႅၼ်ႇ
switch	ၼဵၼ်ၾႆး
swollen	ဢိုၼ်
sword	လႅဝ်း
symbol	မဵတ်ႇမၢႆ
sympathy	ၸႂ်ဢီးလူ
symptoms	ပိူင်ၽၢင်တၢင်းပဵၼ်
system	ယူင်ႉ
table	ၽိူၼ်
tackle	ယိပ်းၵမ်
tag	ႁွၺ်ႈၽႅၼ်
tail	ႁၢင်
take	ဢဝ်
take away	ဢဝ်ပႅတ်ႈ
take care	လုမ်းလႃးတူၺ်းထိုင်
take off	ထွတ်ႇ
taken	ဢဝ်မႃး
talk	ဢုပ်ႇဢေႃး
talkative	သူပ်းၼမ်
tall	သုင်
tap	ၽွၵ်ႈ
tap	ၵွၵ်ႉၼမ်ႉ
tape	ၸေႈတိင်
target	ပဝ်ႉမၢႆ
task	ပုၼ်ႈၽွၼ်း
taste	ၼမ်ႉလႅမ်ႈ
taste	ၸိမ်း
tasty	ဝၢၼ်
taught	သွၼ်
tea	ၼဵင်ႈ
teach	သွၼ်
teacher	မေႃသွၼ်
team	ၸုမ်း
tear	သိၵ်ႇ
tear	ၼမ်ႉတႃ
tears	ၼမ်ႉတႃ
tease	ဝီၶူၼ်တူဝ်း
technology	ပၢႆးၸၢင်ႊ
teeth	ၶဵဝ်ႈ
tell	ၶႆႊ
tell me	ၶႆႊႁဝ်းလူး
temper	ၶူၼ်းၸွမ်းၸင်ႈၽဵင်ႇ
temperature	တၢင်ႉမႆႈ
temple	ၵျွင်းၽြႃး
temporary	ၸူဝ်ႊၵႅပ်ႉ
ten	ၼိူင်ႈသိပ်း
ten thousand	ၼိူင်ႈမိုၼ်ႇ
tenant	ႁိူၼ်းၶၢတ်ႈ
tend	လဵင်ႉလူလုမ်းလႃး
tendency	ၶွၼ်းဝႆ
tender	သႂၢင်းၵုၼ်ႇ
tense	ၸႂ်ႈမႆႈ
tension	ၶဵင်ႈၶႅင်
tent	သုမ်ႉ
tentative	ဢၼ်ၸၢမ်း
term	ၶၢဝ်းယၢမ်းမၵ်းမၼ်ႈ
terms	ထွၺ်ႈၵႂၢမ်း
terrible	ႁူၵ်ႉႁၢႆႉ
terrific	ၼႃႈလီၵူဝ်
territory	လႅၼ်ႊပိူင်ႇငမ်း
test	ထတ်းထိၼ်
text	လိၵ်ႈပွတ်း
than	လိူဝ်သေၼႆႉ
thank	ယိၼ်းၸူမ်း
thank you	ယိၼ်းၸူမ်းယဝ်ႉၶႃႈ
Thank you for your patience while we investigate shipment	ငိၼ်းၸူမ်းၶွပ်ႈၸႂ်ဢၼ်ဝႆႉၸႂ်ယၢဝ်းသေပႂ်ႉၽွင်းယၢမ်းမိူဝ်ႈတိုၵ်ႉဢုပ်ႇၵုမ်လွင်ႈသူင်ၶူဝ်းၶွင်ယူႇၼၼ်ႉ။
thank you so much	ယိၼ်းၸူမ်းၼမ်ၼမ်
thank you very much	ယိၼ်းၸူမ်းၼမ်ၼမ်ၶႃႈ
thanks	ယိၼ်းၸူမ်း
Thanks for using our app	ယိၼ်းၸူမ်းတီႈ ၸႂ်ႉဢႅပ်ႉၶႃႈၶဝ်
that	ဢၼ်ၼၼ်ႉ
that is	ၼၼ်ႉပဵၼ်
that's good	ၼႆႉလီယဝ်ႉ
the	ဢၼ်
theft	တၢင်းၽိတ်းလၵ်ႉၶူဝ်း
their	ၶွင်ၸိူဝ်းၶဝ်
them	ၸိူဝ်းၶဝ်
theme	ၶေႃႈမုၼ်းလိၵ်ႈႁွမ်တွမ်ႊ
themselves	ၸိူဝ်းၶဝ်ၵွၺ်း
then	ပေႃးၸိူင်ႉၼၼ်
theory	ၽိင်ႈတႅၵ်ႈ
there	တီႈၼၼ်ႈ
there are	မီးၸိူဝ်းၼႆႉ
there is	ၼႆႉမီး
therefore	ၵွပ်ႈၸိူင်ႉၼၼ်လႄႈ
these	ၸိူဝ်းၼႆႉ
they	ၶဝ်
they are	ၶဝ်ပဵၼ်
thick	ၼႃ
thief	ၽူႈလၵ်ႉ
thigh	ဝိုၼ်း
thin	ယွမ်
thing	ၶူဝ်းၶွင်
things	ၶူဝ်းၶွင်
think	ၶႆႈၸႂ်
third	ထီႈသၢမ်
thirsty	ႁႃႇႁႅင်ႈ
thirteen	သိပ်းသၢမ်
thirty	သၢမ်သိပ်း
this	ဢၼ်ၼႆႉ
this is	ဢၼ်ၼႆႉပဵၼ်
thorough	ၶၢမ်ႈပူၼ်ႉ
thoroughly	ဢၼ်တဵမ်ထူၼ်ႈ
those	ၸိူဝ်းၼၼ်ႉ
though	ပႅၵ်ႉသမ်ႉဝႃႈ
thought	ဝူၼ်ႉ
thoughtful	မီးပၢႆးဝူၼ်ႉလီ
thoughts	ဝူၼ်ႉ
thousand	ၼိူင်ႈႁဵင်
thread	မႆ
threat	ၶိူဝ်ႈ
threaten	ၶိူဝ်ႈ
three	သၢမ်
threshold	ၶွပ်ႇၽၵ်းတူ
thrilled	ငႅဝ်
thrive	မၢၵ်ႈမီး
throat	လွတ်ႇၶေႃး
through	ၶၢမ်ႈၵႂႃႇ
throughout	လတ်းၶၢမ်ႈ
throw	ဝိုတ်း
thumb	ႁူဝ်မႄႈမိုဝ်း
thunder	ၾႃႉလင်ႊ
Thursday	ဝၼ်းၽတ်း
thus	ယွၼ်ႉၼၼ်
tick	ၼႃ
tide	ပဵင်းၵၼ်
tidy	မႄးၶပ်း
tie	မတ်ႉ
tie	သၢႆႁတ်းၶေႃး
tiger	သိူဝ်
tight	ၵိုမ်းၵိုမ်း
Tigrinya	ၶိူဝ်းထီႇၵရိၼ်ႇၼီႇယႃႇ
time	ၶၢဝ်းယၢမ်း
timid	လီၵူဝ်
tiny	လဵၵ်ႉဢႅၼ်
tip	ပၢႆ
tips	ငိုၼ်းသူး
tire	မၢၵ်ႇလေႃႉလူတ်ႉ
tired	ႁိူဝ်ႉ
tissue	ၸေႈၸဵတ်ႉ
title	ႁူဝ်ၶေႃႈ
to	ထိုင်
to be	တႃႇတေပဵၼ်မႃး
toast	ၶဝ်ႈမုၼ်းၸီႇ
today	မိူဝ်ႈၼႆႉ
toddler	လုၵ်ႈဢွၼ်ႇလႅင်
toes	ႁူဝ်မႄႈတိၼ်
together	ၸွမ်းၵၼ်
toilet	ထၢင်
told	ၶႆႊ
tolerance	တၢင်းယိူၼ်ႉၵၼ်ႈ
tolerate	ဢမ်ႇႁၢမ်ႈတၢပ်ႈ
tomato	မၵ်ႇၶိူဝ်သူမ်ႈ
tomorrow	မိူဝ်ႈၽုၵ်ႈ
tongue	လိၼ်ႉ
tonight	ၶမ်ႈၼႆႉ
too	ၵေႃႈ
took	ဢဝ်ယဝ်ႉ
tool	ၶူဝ်းၶိူင်ႈ
tools	ၶိူင်ႈၸႂ်ႉ
tooth	ၶဵဝ်ႈ
top	ၸိၵ်းၸွမ်
topic	ႁူဝ်ၶေႃႈ
torn	သိၵ်း
torture	ႁဵတ်းမိူၵ်ႈ
total	ႁူမ်ႈလေႃး
touch	တိူဝ်ႉ
tough	ယၢပ်ႇၵိၼ်း
tour	ဢွၵ်ႇတၢင်း
toward	ယိူင်းတၢင်းၼႃႈ
towards	ၵႂႃႇၸူး
towel	ၽႃႈၸဵတ်း
town	ဝဵင်း
toxic	မိူဝ်ႇ
trace	လမ်းသွၵ်ႈႁႃ
track	တၢင်း
trade	လွင်ႈၵႃႉၶၢႆ
trade	ၵႃႉၶၢႆ
tradition	ၵၢႆႇတင်းၽိင်ႈထုင်း
traditional	ဢၼ်ၵပ်းၵၢႆႇတင်း ၽိင်ႈငႄႈ
traffic	ၾႆးတၢင်းၸူႉ
trail	ၸွမ်းႁွၺ်းတိၼ်
train	ၽိုၵ်းပၼ်
